"id","id","division_id","depto_id","asig_id","p15","p15_just"
719,285,3,13,SEGURIDAD INFORMATICA BASICA,2,"""Hay que actualizar algunos algoritmos, hablar de t�cnicas m�s actuales y quitar las no usadas en la pr�ctica"""
720,285,3,13,SEGURIDAD INFORMATICA BASICA,2,Podr�amos ajustar tiempos para practicas. 
721,285,3,13,SEGURIDAD INFORMATICA BASICA,1,Cumple con los temas establecidos en el temario
722,307,3,13,ADMINISTRACION DE SERVICIOS DE INTERNET,1,Cubre los aspectos esenciales planteados en los objetivos de la materia.
723,308,3,13,ARQUITECTURA CLIENTE SERVIDOR,2,Falta actualizaci�n de temas de acuerdo al avance de la tecnolog�a
724,244,3,13,BASES DE DATOS DISTRIBUIDAS,3,LOS ALUMNOS REQUIEREN MAS PRACTICA QUE TEORIA
725,301,3,13,COMPUTACION GRAFICA AVANZADA,1,Temas vs. horas
726,284,3,13,SEGURIDAD INFORMATICA AVANZADA,2,Es necesario hacer un reordenamiento y una actualizaci�n paracial de los temas. 
727,284,3,13,SEGURIDAD INFORMATICA AVANZADA,1,Porque cubre los objetivos necesarios para que los alumnos adquieran los conocimientos relacionados a la asignatura.
728,284,3,13,SEGURIDAD INFORMATICA AVANZADA,2,El total de horas del asignatura es muy bajo en relaci�n al contenido del temario.
729,284,3,13,SEGURIDAD INFORMATICA AVANZADA,2,Abarca los temas suficientes
730,284,3,13,SEGURIDAD INFORMATICA AVANZADA,1,""" con el plan se busca que el alumno tenga conceptos generales y al contar con un m�dulo de salida lograr tener una mayor experiencia y conocimiento en tal modulo, con la integraci�n de la practica a trav�s de los laboratorios."""
731,284,3,13,SEGURIDAD INFORMATICA AVANZADA,1,""" con el plan se busca que el alumno tenga conceptos generales y al contar con un m�dulo de salida lograr tener una mayor experiencia y conocimiento en tal modulo, con la integraci�n de la practica a trav�s de los laboratorios."""
732,289,3,13,SEMINARIO DE TITULACION PARA INGENIEROS EN COMPUTACION,2,Requiere actualizaci�n en per�odos m�s cortos de tiempo.
733,289,3,13,SEMINARIO DE TITULACION PARA INGENIEROS EN COMPUTACION,2,Requiere actualizaci�n en per�odos m�s cortos de tiempo.
734,294,3,13,TEMAS SELECTOS DE INGENIERIA EN COMPUTACION I,2,Debe actualizarse
735,295,3,13,TEMAS SELECTOS DE INGENIERIA EN COMPUTACION II,2,Debe actualizarse
736,296,3,13,TEMAS SELECTOS DE INGENIERIA EN COMPUTACION III,2,Es adecuado 
737,296,3,13,TEMAS SELECTOS DE INGENIERIA EN COMPUTACION III,1,SE CUBREN TODOS LOS TEMAS NECESARIOS
738,296,3,13,TEMAS SELECTOS DE INGENIERIA EN COMPUTACION III,1,"""Los temas de la asignatura son de vanguardia, ya que al d�a de hoy es lo que demanda el mercado laboral de TI."""
739,267,3,13,LAB. COMPUTACION GRAFICA E INTERACCION HUMANO-COMPUTADORA,1,Se abordan temas de inter�s para el ejercicio profesional de los alumnos
740,267,3,13,LAB. COMPUTACION GRAFICA E INTERACCION HUMANO-COMPUTADORA,1,me gustan los temas selectos que imparto en la materia y la gran baraja de material que puedo ofrecer a mis alumnos.
741,267,3,13,LAB. COMPUTACION GRAFICA E INTERACCION HUMANO-COMPUTADORA,1,me gustan los temas selectos que imparto en la materia y la gran baraja de material que puedo ofrecer a mis alumnos.
742,267,3,13,LAB. COMPUTACION GRAFICA E INTERACCION HUMANO-COMPUTADORA,1,Son temas de gran relevancia en la actualidad
743,267,3,13,LAB. COMPUTACION GRAFICA E INTERACCION HUMANO-COMPUTADORA,2,No estoy totalmente de acuerdo ya que el campo de los gr�ficos se actualiza constantemente y es complicado siempre 
744,267,3,13,LAB. COMPUTACION GRAFICA E INTERACCION HUMANO-COMPUTADORA,2,No estoy totalmente de acuerdo ya que el campo de los gr�ficos se actualiza constantemente y es complicado siempre 
745,267,3,13,LAB. COMPUTACION GRAFICA E INTERACCION HUMANO-COMPUTADORA,2,No estoy totalmente de acuerdo ya que el campo de los gr�ficos se actualiza constantemente y es complicado siempre
746,267,3,13,LAB. COMPUTACION GRAFICA E INTERACCION HUMANO-COMPUTADORA,2,No estoy totalmente de acuerdo ya que el campo de los gr�ficos se actualiza constantemente y es complicado siempre
747,267,3,13,LAB. COMPUTACION GRAFICA E INTERACCION HUMANO-COMPUTADORA,1,Se maneja los lenguajes de programaci�n que son competitivos en la industria actualmente
748,267,3,13,LAB. COMPUTACION GRAFICA E INTERACCION HUMANO-COMPUTADORA,1,Se maneja los lenguajes de programaci�n que son competitivos en la industria actualmente
749,267,3,13,LAB. COMPUTACION GRAFICA E INTERACCION HUMANO-COMPUTADORA,1,Se maneja los lenguajes de programaci�n que son competitivos en la industria actualmente
750,267,3,13,LAB. COMPUTACION GRAFICA E INTERACCION HUMANO-COMPUTADORA,1,Las pr�cticas son adecuadas para el aprendizaje del alumno
751,273,3,13,LAB. REDES DE DATOS SEGURAS,2,Los profesores de la Academia han comenzado el an�lisis para la actualizaci�n del temario
752,273,3,13,LAB. REDES DE DATOS SEGURAS,1,Los profesores de la Academia han comenzado el an�lisis para la actualizaci�n del temario
753,273,3,13,LAB. REDES DE DATOS SEGURAS,2,Los profesores de la Academia han comenzado el an�lisis para la actualizaci�n del temario
754,273,3,13,LAB. REDES DE DATOS SEGURAS,2,Los profesores de la Academia han comenzado el an�lisis para la actualizaci�n del temario
755,273,3,13,LAB. REDES DE DATOS SEGURAS,1,me gustan los temas selectos que imparto en la materia
756,273,3,13,LAB. REDES DE DATOS SEGURAS,1,me gustan los temas selectos que imparto en la materia y la gran baraja de material que puedo ofrecer a mis alumnos.
757,273,3,13,LAB. REDES DE DATOS SEGURAS,1,Los temas coinciden con lo visto en las pr�ticas
758,273,3,13,LAB. REDES DE DATOS SEGURAS,1,Temas vs. horas
759,265,3,13,LAB. BASES DE DATOS,1,Temas vs. horas
760,265,3,13,LAB. BASES DE DATOS,1,cumple con los objetivos planteados en el temario de la asignatura
761,265,3,13,LAB. BASES DE DATOS,1,cumple con los objetivos planteados en el temario de la asignatura
762,265,3,13,LAB. BASES DE DATOS,1,cumple con los objetivos planteados en el temario de la asignatura
766,266,3,13,LAB. COMPUTACION GRAFICA,2,LABORATORIO DEBER�A ESTAR JUNTO CON LA TEOR�A
767,266,3,13,LAB. COMPUTACION GRAFICA,1,Estoy totalmente de acuerdo
768,266,3,13,LAB. COMPUTACION GRAFICA,1,Estoy totalmente de acuerdo
769,270,3,13,LAB. MICROCOMPUTADORAS,1,El tiempo es apenas suficiente para impartir todos los temas
770,270,3,13,LAB. MICROCOMPUTADORAS,1,Cubre todos los temas necesarios
771,270,3,13,LAB. MICROCOMPUTADORAS,1,Cubre todos los temas necesarios
772,270,3,13,LAB. MICROCOMPUTADORAS,2,Es el adecuado 
773,270,3,13,LAB. MICROCOMPUTADORAS,1,TEMAS ADECUADOS
774,270,3,13,LAB. MICROCOMPUTADORAS,1,TEMAS ADECUADOS
775,270,3,13,LAB. MICROCOMPUTADORAS,1,El laboratorio apoya a la teor�a y contempla todos los temas necesarios
776,270,3,13,LAB. MICROCOMPUTADORAS,2,Cuenta con los temas necesarios para cubrir los requerimientos de los estudiantes.
777,270,3,13,LAB. MICROCOMPUTADORAS,1,Desarrolla los temas mas importantes de las microcomputadoras.
778,270,3,13,LAB. MICROCOMPUTADORAS,1,Desarrolla los temas mas importantes de las microcomputadoras.
779,269,3,13,LAB. DISPOSITIVOS DE ALMACENAMIENTO E/S,1,Desarrolla los temas mas importantes de las microcomputadoras.
780,269,3,13,LAB. DISPOSITIVOS DE ALMACENAMIENTO E/S,2,No se empatan teor�a y practicas
781,269,3,13,LAB. DISPOSITIVOS DE ALMACENAMIENTO E/S,1,Se ven todos los principios b�sicos de las microcomputadoras
782,272,3,13,LAB. REDES DE DATOS,1,Se estudian los conceptos b�sicos de las microcomputadoras 
783,264,3,13,LAB. ADMINISTRACION DE REDES,2,Requiere actualizaci�n de una parte de la bibliograf�a.
784,264,3,13,LAB. ADMINISTRACION DE REDES,2,Requiere actualizaci�n de una parte de la bibliograf�a.
785,264,3,13,LAB. ADMINISTRACION DE REDES,1,Bien
786,271,3,13,LAB. ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,cumple con los objetivos planteados en el temario de la asignatura
787,271,3,13,LAB. ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,Cumple con los temas establecidos en el temario
788,271,3,13,LAB. ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,cumple con los objetivos planteados en el temario de la asignatura
789,271,3,13,LAB. ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,Si
790,329,3,17,COMUNICACIONES DIGITALES,1,Esta completo las practicas a realizar 
791,350,3,17,TEORIA ELECTROMAGNETICA,1,"""Debido a que no hay de acuerdo a un tema expuesto como modificado, la suficiente bibliograf�a"""
792,350,3,17,TEORIA ELECTROMAGNETICA,2,"""Debido a que no hay de acuerdo a un tema expuesto como modificado, la suficiente bibliograf�a"""
793,350,3,17,TEORIA ELECTROMAGNETICA,1,El cuerpo colegiado de profesores se reuni� con anterioridad en varias ocasiones para determinar el actual programa.
794,343,3,17,PRINCIPIOS PRACTICOS DE ELECTRONICA,2,Se deben hacer adecuaciones para la formaci�n en l�nea
795,343,3,17,PRINCIPIOS PRACTICOS DE ELECTRONICA,2,"""El temario es demasiado extenso como para cubrirlo a profundad, considero que hay varios temas que no son de mucha utilidad para los estudiantes de ingenier�a el�ctrica, pues son de telecomunicaciones."""
796,343,3,17,PRINCIPIOS PRACTICOS DE ELECTRONICA,1,sin comentarios
797,328,3,17,CAMPOS Y ONDAS,2,"""Evidentemente es necesario el laboratorio presencial, en estas circunstancias deber� entenderse mi argumentaci�n."""
798,351,3,17,DISPOSITIVOS DE RADIOFRECUENCIA,2,"""Hay un par de temas que son muy extensos y que muy dif�cilmente se pueden ver en un par de clases, mucho menos si no hay teor�a."""
799,352,3,17,CIRCUITOS DE RADIOFRECUENCIA,2,Un par de temas que no se ven en un par de clases y mucho menos si no hay teor�a
800,328,3,17,CAMPOS Y ONDAS,1,Cumple con los objetivos establecidos y apoya totalmente a los alumnos con los elementos de electr�nica b�sica
801,347,3,17,SISTEMAS DE COMUNICACIONES ELECTRONICAS,1,contiene los temas necesarios para continuar con la tematica de la carrera
802,353,3,17,CIRCUITOS DE RF,2,Requiere ajustes en sus contenidos y duraci�n.
803,329,3,17,COMUNICACIONES DIGITALES,2,Requiere de ajustes en sus contenidos y duraci�n.
804,346,3,17,SISTEMAS DE COMUNICACIONES,1,contiene los temas necesarios para continuar con la tematica de la carrera
805,327,3,17,ADMINISTRACION Y REGULACION DE LAS TELECOMUNICACIONES,1,Asi lo decidieron nuestras autoridades
806,348,3,17,SISTEMAS DE RADIOCOMUNICACIONES II,2,Requiere de ajustes en sus contenidos y duraci�n.
807,347,3,17,SISTEMAS DE COMUNICACIONES ELECTRONICAS,2,Se deben hacer adecuaciones para la formaci�n en l�nea
808,347,3,17,SISTEMAS DE COMUNICACIONES ELECTRONICAS,2,Es poco tiempo para ver los temas con detalle y hay algunos conceptos que es necesario reforzar y no se ven a fondo
809,330,3,17,DISPOSITIVOS OPTICOS,1,"""PORQUE ESTA BASAO EN DOCUMENTOS ACTUALIZADOS DE LEYES, ACUERDOS, REGLAMENTOS, DISPOSICIONES RELACIONADAS CON LAREGULACI�N Y NORMA�IZACI�N DE LAS TELECOMUNICACIONES"""
810,331,3,17,FUNDAMENTOS DE SISTEMAS DE COMANDO Y MANEJO DE INFORMACION,1,Propone objetivos alcanzables.
811,354,3,17,INTRODUCCION AL ANALISIS DE COMPATIBILIDAD ELECTROMAGNETICA,2,"""Es extenso, aunque, as�, se busca dar un panorama general de los temas"""
812,349,3,17,TEMAS SELECTOS DE TELECOMUNICACIONES,1,Asi lo decidieron nuestras autoridades
813,349,3,17,TEMAS SELECTOS DE TELECOMUNICACIONES,2,Faltrian agregar algunos temas para tener un programa m�s completo 
814,344,3,17,REDES OPTICAS Y DE ACCESO,1,Esta dise�ado de acuerdo a los requerimientos de dise�o de sistemas espaciales
816,356,3,17,TRANSMISORES Y RECEPTORES,1,Materia adecuada de acuerdo a los avances tecnologicos
817,345,3,17,REGULACION DE LAS TELECOMUNICACIONES,2,Faltar�an profundizar algunos temas 
818,348,3,17,SISTEMAS DE RADIOCOMUNICACIONES II,2,Falta incluir temas importantes como OTN y los nuevos esquemas de procesamiento digital �ptico
819,341,3,17,LAB. TEORIA ELECTROMAGNETICA,2,Creo que est� demasiado enfocado en un microprocesador en espec�fico y valdr�a la pena revisar tambi�n FPGAs
820,341,3,17,LAB. TEORIA ELECTROMAGNETICA,2,Requiere ajustes en sus contenidos y duraci�n.
821,341,3,17,LAB. TEORIA ELECTROMAGNETICA,1,"""PORQUE ESTA BASAO EN DOCUMENTOS ACTUALIZADOS DE LEYES, ACUERDOS, REGLAMENTOS, DISPOSICIONES RELACIONADAS CON LAREGULACI�N Y NORMA�IZACI�N DE LAS TELECOMUNICACIONES"""
822,341,3,17,LAB. TEORIA ELECTROMAGNETICA,1,Plantea objetivos alcanzables
823,341,3,17,LAB. TEORIA ELECTROMAGNETICA,1,"""Evidentemente es necesario el laboratorio presencial, en estas circunstancias deber� entenderse mi argumentaci�n."""
824,341,3,17,LAB. TEORIA ELECTROMAGNETICA,1,"""Evidentemente es necesario el laboratorio presencial, en estas circunstancias deber� entenderse mi argumentaci�n."""
825,341,3,17,LAB. TEORIA ELECTROMAGNETICA,1,"""Evidentemente es necesario el laboratorio presencial, en estas circunstancias deber� entenderse mi argumentaci�n."""
826,341,3,17,LAB. TEORIA ELECTROMAGNETICA,1,"""Evidentemente es necesario el laboratorio presencial, en estas circunstancias deber� entenderse mi argumentaci�n."""
827,341,3,17,LAB. TEORIA ELECTROMAGNETICA,1,Permite ejemplificar por medio de experimentos conceptos vistos en la materia te�rica
828,341,3,17,LAB. TEORIA ELECTROMAGNETICA,1,Permite ejemplificar por medio de experimentos conceptos vistos en la materia te�rica
829,341,3,17,LAB. TEORIA ELECTROMAGNETICA,1,Permite ejemplificar por medio de experimentos conceptos vistos en la materia te�rica
830,336,3,17,LAB. FUNDAMENTOS DE SISTEMAS DE COMUNICACIONES,1,Permite ejemplificar por medio de experimentos conceptos vistos en la materia te�rica
831,333,3,17,LAB. CIRCUITOS DE RADIOFRECUENCIA,1,Se manejan temas que el alumno debe conocer
832,337,3,17,LAB. MEDIOS DE TRANSMISION,1,Se tratan temas que el alumno empleara en alg�n momento de su desarrollo como ingeniero
833,338,3,17,LAB. SISTEMAS DE COMUNICACIONES,1,Se tratan temas que en alg�n momento de su desarrollo como Ingeniero lo necesitaran 
834,338,3,17,LAB. SISTEMAS DE COMUNICACIONES,1,son conocimientos propios de la carrera
835,338,3,17,LAB. SISTEMAS DE COMUNICACIONES,1,son conocimientos propios de la carrera
836,338,3,17,LAB. SISTEMAS DE COMUNICACIONES,1,Se tratan temas que son necesarios para el desarrollo profesional
837,338,3,17,LAB. SISTEMAS DE COMUNICACIONES,1,cumple con los objetivos
838,338,3,17,LAB. SISTEMAS DE COMUNICACIONES,2,Son muchas pr�cticas 
839,338,3,17,LAB. SISTEMAS DE COMUNICACIONES,2,son muchas pr�cticas
840,338,3,17,LAB. SISTEMAS DE COMUNICACIONES,1,Se ha trabajado para actualizar cada semestre el manual de pr�cticas y los contenidos.
841,338,3,17,LAB. SISTEMAS DE COMUNICACIONES,1,Se ha trabajado para actualizar cada semestre el manual de pr�cticas y los contenidos.
842,338,3,17,LAB. SISTEMAS DE COMUNICACIONES,1,Se ha trabajado para actualizar cada semestre el manual de pr�cticas y los contenidos.
843,338,3,17,LAB. SISTEMAS DE COMUNICACIONES,3,faltan aconocimientos de electronica y electrica para poder desmpe�arse bien en el desarrollo de las practicas
844,338,3,17,LAB. SISTEMAS DE COMUNICACIONES,3,faltan aconocimientos de electronica y electrica para poder desmpe�arse bien en el desarrollo de las practicas
845,338,3,17,LAB. SISTEMAS DE COMUNICACIONES,2,faltan aconocimientos de electronica y electrica para poder desmpe�arse bien en el desarrollo de las practicas
846,338,3,17,LAB. SISTEMAS DE COMUNICACIONES,2,Es mucha informaci�n para verlo en un s�lo semestre. De hecho se ve de forma muy r�pida y a veces los conceptos no siempre se entienden a la primera 
847,338,3,17,LAB. SISTEMAS DE COMUNICACIONES,1,Por la contingencia se desarrollaron muy buenas practicas para desarrollarlas de manera remota
848,338,3,17,LAB. SISTEMAS DE COMUNICACIONES,1,Se realizaron muy buenas practicas para desarrollarlas de manera remota
849,338,3,17,LAB. SISTEMAS DE COMUNICACIONES,1,Estan de acuerdo con las clases de teoria.
850,332,3,17,LAB. ANTENAS,1,Estan de acuerdo con las clases de teoria.
851,332,3,17,LAB. ANTENAS,1,son conocimientos b�sicos  de comunicaciones 
852,334,3,17,LAB. DISPOSITIVOS DE MICROONDAS I,2,Creo que el laboratorio est� desactualizado y se queda corto con respecto a la teor�a. 
853,335,3,17,LAB. DISPOSITIVOS DE MICROONDAS II,1,Las pr�cticas est�n ligas a las logros de la asignatura
854,335,3,17,LAB. DISPOSITIVOS DE MICROONDAS II,2,Podr�an verse ejemplos m�s actuales. 
855,335,3,17,LAB. DISPOSITIVOS DE MICROONDAS II,1,Se manejan las principales antenas
856,340,3,17,LAB. SISTEMAS DE COMUNICACIONES OPTICAS,1,por el desglose de los temas de la asignatura y su posici�n en el mapacurricular de la carrera
857,340,3,17,LAB. SISTEMAS DE COMUNICACIONES OPTICAS,1,por el desglose de los temas de la asignatura y su posici�n en el mapa curricular de la materia 
858,340,3,17,LAB. SISTEMAS DE COMUNICACIONES OPTICAS,1,por el desglose de los temas de la asignatura y su posici�n en el mapacurricular de la carrera
859,339,3,17,LAB. SISTEMAS DE COMUNICACIONES ELECTRONICAS,1,Estan de acuerdo con las clases de teoria.
860,339,3,17,LAB. SISTEMAS DE COMUNICACIONES ELECTRONICAS,1,Es adecuado con el laboratorio presencial.
861,339,3,17,LAB. SISTEMAS DE COMUNICACIONES ELECTRONICAS,1,Es adecuado con el laboratorio presencial.
862,339,3,17,LAB. SISTEMAS DE COMUNICACIONES ELECTRONICAS,2,Recibir el laboratorio a la mitad del semestre
863,339,3,17,LAB. SISTEMAS DE COMUNICACIONES ELECTRONICAS,1,El programa contiene temas actualizados y es acorde a lo que se ve en Teor�a.
864,339,3,17,LAB. SISTEMAS DE COMUNICACIONES ELECTRONICAS,2,"""Es extenso, aunque, as�, se busca dar un panorama general de los temas"""
865,339,3,17,LAB. SISTEMAS DE COMUNICACIONES ELECTRONICAS,1,Se tocan todos los temas del curso con el manual
866,339,3,17,LAB. SISTEMAS DE COMUNICACIONES ELECTRONICAS,2,faltan aconocimientos de electronica y electrica para poder desmpe�arse bien en el desarrollo de las practicas
867,339,3,17,LAB. SISTEMAS DE COMUNICACIONES ELECTRONICAS,2,faltan aconocimientos de electronica y electrica para poder desmpe�arse bien en el desarrollo de las practicas
868,339,3,17,LAB. SISTEMAS DE COMUNICACIONES ELECTRONICAS,2,faltan aconocimientos de electronica y electrica para poder desmpe�arse bien en el desarrollo de las practicas
869,339,3,17,LAB. SISTEMAS DE COMUNICACIONES ELECTRONICAS,2,faltan aconocimientos de electronica y electrica para poder desmpe�arse bien en el desarrollo de las practicas
870,342,3,17,LAB. TRANSMISORES Y RECEPTORES,2,Demasiada informaci�n en poco tiempo
871,342,3,17,LAB. TRANSMISORES Y RECEPTORES,1,Estan de acuerdo con las clases de teoria.
872,342,3,17,LAB. TRANSMISORES Y RECEPTORES,1,son conocimientos propios de la carrera
873,323,3,16,ENERGIAS RENOVABLES,1,son conocimientos b�sicos  de comunicaciones 
874,326,3,16,PLANEACION E INSTALACION DE SISTEMAS BIOENERGETICOS,1,Adecuado.
875,324,3,16,INTRODUCCION A LA CONVERSION DE ENERGIA,1,son conocimientos b�sicos  de comunicaciones 
876,323,3,16,ENERGIAS RENOVABLES,1,son conocimientos propios de la carrera
877,324,3,16,INTRODUCCION A LA CONVERSION DE ENERGIA,1,"""REFLEJA LAS NECESIDADES ACADEMICAS Y NECESIDADES LABORABLES, Y DA FLEXIBILIDAD AL PROFESOR PARA ENFOCARSE EN LO QUE CONSIDERA RELEVANTE SEGUN LAS NECESIDADES LABORABLES Y ACADEMICAS DEL GRUPO.E"""
878,325,3,16,USO EFICIENTE EN EQUIPOS DE SERVICIO,1,"""Se adapt� la asignatura para un aprendizaje por l�nea, ha sido dif�cil pero hasta el momento se ha logrado"""
879,322,3,15,PROCESAMIENTO DIGITAL DE VOZ,1,"""REFLEJA LAS NECESIDADES ACADEMICAS Y NECESIDADES LABORABLES, Y DA FLEXIBILIDAD AL PROFESOR PARA ENFOCARSE EN LO QUE CONSIDERA RELEVANTE SEGUN LAS NECESIDADES LABORABLES Y ACADEMICAS DEL GRUPO.E"""
882,360,4,18,COMPORTAMIENTO DE YACIMIENTOS,1,El temario abarca los principales equipos de servicio utilizados en la industria y da las bases de su funcionamiento y dimensionamiento. 
883,381,4,18,CARACTERIZACION ESTATICA Y DINAMICA DE YACIMIENTOS NATURALMENTE FRACTU,1,Refleja el avance mundial en esta �rea
884,359,4,18,COMERCIALIZACION DE CRUDO Y GAS NATURAL,2,"""Considero que el temario es adecuado, sin embargo contiene muchos temas importantes que requieren m�s tiempo y esfuerzo para su ense�anza y su aprendizaje. """
885,365,4,18,INGENIERIA DE PERFORACION DE POZOS,2,Programa muy ambicioso
886,365,4,18,INGENIERIA DE PERFORACION DE POZOS,1,Cubre los temas m�s esenciales de la asignatura
887,365,4,18,INGENIERIA DE PERFORACION DE POZOS,3,FALTA TIEMPO PARA DESARROLLAR EL TEMARIO
888,365,4,18,INGENIERIA DE PERFORACION DE POZOS,2,"""Si adecuado, aunque en el curso se profundiza sobre petrol�feros y gas lp."""
889,365,4,18,INGENIERIA DE PERFORACION DE POZOS,1,Contempla los temas esenciales para la asignatura
890,378,4,18,SIMULACION MATEMATICA DE YACIMIENTOS,1,Contempla los temas esenciales para la asignatura
891,366,4,18,INTRODUCCION A LA INGENIERIA PETROLERA (2016),1,Se cubre lo requerido e la actividad profesional.
892,366,4,18,INTRODUCCION A LA INGENIERIA PETROLERA (2016),2,SE DEBE COMPLEMENTAR CON ALGUN USO DE SOFTWEAR ESPECIALIZADO PARA ESTA MATERIA
893,366,4,18,INTRODUCCION A LA INGENIERIA PETROLERA (2016),2,SE DEBE COMPLEMENTAR CON ALGUN USO DE SOFTWEAR ESPECIALIZADO PARA ESTA MATERIA
894,368,4,18,MECANICA DE FLUIDOS,1,Cubre los temas m�s esenciales de la asignatura
895,368,4,18,MECANICA DE FLUIDOS,2,Son demasiados temas para el tiempo asignado
896,368,4,18,MECANICA DE FLUIDOS,1,na
897,368,4,18,MECANICA DE FLUIDOS,1,Cubre todas las �reas de inter�s de la carrera de Ingenier�a Petrolera
898,376,4,18,PROPIEDADES DE LOS FUIDOS PETROLEROS,1,Cubre con los conocimientos que deben adquirir los alumnos 
899,376,4,18,PROPIEDADES DE LOS FUIDOS PETROLEROS,1,Cubre con los conocimientos que deben adquirir los alumnos 
900,376,4,18,PROPIEDADES DE LOS FUIDOS PETROLEROS,1,Cubre todas las �reas de inter�s de la carrera de Ingenier�a Petrolera
901,358,4,18,BOMBEO Y COMPRESION DE HIDROCARBUROS,1,Cubre todas las �reas de inter�s de la carrera de Ingenier�a Petrolera
902,358,4,18,BOMBEO Y COMPRESION DE HIDROCARBUROS,1,Cumple con los temas necesarios
903,372,4,18,PRINCIPIOS DE MECANICA DE YACIMIENTOS,1,Cumple con los temas necesarios
904,372,4,18,PRINCIPIOS DE MECANICA DE YACIMIENTOS,2,Son demasiados temas para el tiempo asignado
905,372,4,18,PRINCIPIOS DE MECANICA DE YACIMIENTOS,1,Cubre con los conocimientos que deben adquirir los alumnos 
906,363,4,18,FLUJO MULTIFASICO EN TUBERIA,2,Se deber�an incluir temas mas en especifico para el �rea petrolera
907,363,4,18,FLUJO MULTIFASICO EN TUBERIA,1,Cumple con los temas necesarios
908,370,4,18,PLANEACION ADMINISTRACION DE PROYECTOS DE CIENCIAS DE LA TIERRA,1,Cubre todas las �reas de inter�s de la carrera de Ingenier�a Petrolera
909,374,4,18,PRODUCTIVIDAD DE POZOS,1,Cubre todas las �reas de inter�s de la carrera de Ingenier�a Petrolera
910,375,4,18,PROGRAMACION AVANZADA,2,La asignaci�n de horas en algunos temas debe modificarse
911,375,4,18,PROGRAMACION AVANZADA,2,La distribuci�n de horas es incorrecta 
912,375,4,18,PROGRAMACION AVANZADA,2,Es redundante en algunos temas.
913,373,4,18,PROCESOS DE BOMBEO Y COMPRESION DE HIDROCARBUROS,2,No se ten�a previsto el dar clase a distancia 
914,362,4,18,EVALUACION DE PROYECTOS DE CIENCIAS DE LA TIERRA,1,El programa de estudio es adecuado
915,365,4,18,INGENIERIA DE PERFORACION DE POZOS,1,La estructura del programa cumple con los objetivos establecidos para el aprendizaje del alumno.
916,365,4,18,INGENIERIA DE PERFORACION DE POZOS,1,Se cubren los puntos clave para el aprendizaje del alumno
917,357,4,18,ADMINISTRACION DE LA SEGURIDAD INDUSTRIAL  Y PROTECION AMBIENTAL,1,Cubre con los conocimientos que deben adquirir los alumnos 
918,377,4,18,RECUPERACION SECUNDARIA Y MEJORADA,2,Es redundante en algunos temas.
919,380,4,18,TERMINACION Y MANTENIMIENTO DE POZOS,1,Cubre lo requerido en la vida profesional.
920,360,4,18,COMPORTAMIENTO DE YACIMIENTOS,2,SE DEBE COMPLEMENTAR CON ALGUN USO DE SOFTWEAR ESPECIALIZADO PARA ESTA MATERIA
921,364,4,18,FLUJO MULTIFASICO EN TUBERIAS,1,Se abordan los temas requeridos 
922,364,4,18,FLUJO MULTIFASICO EN TUBERIAS,2,"""De los temas a desarrollarse en el temario hay algunos que requieren m�s tiempo del sugerido para abordarse, mientras que hay otros que requieren menor tiempo."""
923,364,4,18,FLUJO MULTIFASICO EN TUBERIAS,1,Cumple lo requerido en la actividad profesional.
924,374,4,18,PRODUCTIVIDAD DE POZOS,1,Cubre los temas m�s esenciales de la asignatura
925,374,4,18,PRODUCTIVIDAD DE POZOS,2,La asignaci�n de horas en algunos temas debe modificarse
926,374,4,18,PRODUCTIVIDAD DE POZOS,2,Faltar�a desarrollar m�s estudios de casos.
927,369,4,18,PERFORACION NO CONVENCIONAL,2,La distribuci�n de horas es incorrecta 
928,377,4,18,RECUPERACION SECUNDARIA Y MEJORADA,2,No se ten�a previsto el dar clase a distancia 
929,379,4,18,SISTEMAS ARTIFICIALES DE PRODUCCION,1,na
930,380,4,18,TERMINACION Y MANTENIMIENTO DE POZOS,1,Cubre los temas m�s esenciales de la asignatura
931,380,4,18,TERMINACION Y MANTENIMIENTO DE POZOS,1,Cumple lo requerido en la actividad profesional.
932,380,4,18,TERMINACION Y MANTENIMIENTO DE POZOS,2,"""De los temas a desarrollarse en el temario hay algunos que requieren m�s tiempo del sugerido para abordarse, mientras que hay otros que requieren menor tiempo."""
933,367,4,18,LEGISLACION DE LA INDUSTRIA PETROLERA,1,Cumple con los objetivos de la materia
934,367,4,18,LEGISLACION DE LA INDUSTRIA PETROLERA,1,Contempla los temas esenciales para la asignatura
935,371,4,18,PLANEACION Y EVALUACION DE PROYECTOS PETROLEROS,2,"""FALTA ACTUALIZAR TEMAS, COMO TERMINACION EN AGUAS PROFUNDAS, ETC"""
936,361,4,18,EQUIPO Y HERRAMIENTAS DE PERFORACION DE POZOS,1,Satisface lo requerido profesionalmente.
937,361,4,18,EQUIPO Y HERRAMIENTAS DE PERFORACION DE POZOS,2,SE PODRA PRESENTAR AJUSTES Y CAMBIOS AL PROGRAMA
938,378,4,18,SIMULACION MATEMATICA DE YACIMIENTOS,2,Hay temas que ya no son vigentes.
939,199,4,11,PROYECTOS MINERO METALURGICOS,2,Es redundante en algunos temas.
