"id","id","division_id","depto_id","asig_id","p15","p15_just"
1112,521,4,28,ESTRATIGRAFIA,2,"""Existen algunos temas inclu�dos en el temario que ya no est�n actualizados, adem�s de que el temario anterior se conserv� cuando se disminuyeron las horas de clase en el nuevo plan de estudios. """
1113,521,4,28,ESTRATIGRAFIA,2,"""El conocimiento en la Tect�nica est� en constante cambio y actualizaci�n, as� que es necesario estar modificando parte del temario para darles temas de vanguardia."""
1114,528,4,28,TECTONICA,2,"""El conocimiento en la Tect�nica est� en constante cambio y actualizaci�n, as� que es necesario estar modificando parte del temario para darles temas de vanguardia."""
1115,528,4,28,TECTONICA,1,De acuerdo
1116,49,1,3,ALGEBRA LINEAL,1,Est� correcto
1117,53,1,3,CALCULO VECTORIAL,2,"""El curso a distancia lo hace ver ambicioso, el �ltimo tema se estudia pero ya no hay tiempo para ejercicios. Y los alumnos ya no se conectan a la clase completa."""
1118,53,1,3,CALCULO VECTORIAL,2,"""l conocimiento en la Tect�nica est� en constante cambio y actualizaci�n, as� que es necesario estar modificando parte del temario para darles temas de vanguardia."""
1119,53,1,3,CALCULO VECTORIAL,2,"""El conocimiento en la Tect�nica est� en constante cambio y actualizaci�n, as� que es necesario estar modificando parte del temario para darles temas de vanguardia."""
1120,48,1,3,ALGEBRA (2016),1,Los contenidos tienen relaci�n con muchas de sus asignaturas consecuentes
1121,48,1,3,ALGEBRA (2016),1,tiempo adecuado y proporciona conocimientos necesarios para cursos posteriores
1122,48,1,3,ALGEBRA (2016),2,Muy extenso.
1123,48,1,3,ALGEBRA (2016),2,Justamente este grupo es del plan de estudios anterior. El nuevo plan de estudios est� demasiado extenso para el tiempo de clase que se tiene. Peor a�n cuando hay demasiados asuetos.
1124,48,1,3,ALGEBRA (2016),1,Me parece congruente con los objetivos
1125,48,1,3,ALGEBRA (2016),2,"""El tema 1 Trigonometr�a es un repaso de lo que se ve en el bachillerato, este tema no debe estar en el programa."""
1126,48,1,3,ALGEBRA (2016),2,Hay algunos temas que no est�n en el programa pero son indispensables para tratar temas posteriores. 
1127,48,1,3,ALGEBRA (2016),2,Hay algunos temas que no est�n en el programa pero son indispensables para tratar temas posteriores. 
1128,48,1,3,ALGEBRA (2016),1,Los temas son los correctos
1129,48,1,3,ALGEBRA (2016),1,Se dan los conocimientos necesarios para las siguientes asignaturas.
1130,48,1,3,ALGEBRA (2016),1,Se dan los conocimientos necesarios para las siguientes asignaturas.
1131,48,1,3,ALGEBRA (2016),3,Creo que  podr�amos eliminar el tema de sistemas de ecuaciones como tal ya que puede ser abordado como un subtema de matrices.
1132,48,1,3,ALGEBRA (2016),1,Los temas son suficientes para poder estudiar los siguientes cursos
1133,48,1,3,ALGEBRA (2016),1,contiene los conceptos b�sicos para estudiar materias futuras
1134,48,1,3,ALGEBRA (2016),2,Intercambio de los cap�tulos 5 y 6 del curso
1135,48,1,3,ALGEBRA (2016),1,Tiene una relaci�n adecuada con el asignaturas posteriores 
1136,48,1,3,ALGEBRA (2016),1,Tiene buena relaci�n con otras asignaturas 
1137,48,1,3,ALGEBRA (2016),2,Considero que trigonometr�a no deber�a verse en nuestro temario y deber�a darse m�s tiempo para el tema de matrices.
1138,48,1,3,ALGEBRA (2016),2,"""Trigonometr�a no deber�a contemplarse en el temario, considero conveniente m�s tiempo para matrices."""
1139,48,1,3,ALGEBRA (2016),1,Me parece que la carga acad�mica del programa de �lgebra es adecuada para el tiempo que se tiene en el semestre.
1140,48,1,3,ALGEBRA (2016),1,Los objetivos y tiempos son coincidentes.
1141,48,1,3,ALGEBRA (2016),1,Es correcto.
1142,48,1,3,ALGEBRA (2016),1,Los temas son importantes y consecutivos para entenderse y aplicarse en �lgebra lineal.
1143,48,1,3,ALGEBRA (2016),1,Los temas son importantes y consecutivos para entenderse y aplicarse en �lgebra lineal.
1144,48,1,3,ALGEBRA (2016),2,el tema de trigonometr�a podr�a reprogramarse
1145,48,1,3,ALGEBRA (2016),2,"""reprogramaci�n de la unidad I, trigonometr�a """
1146,48,1,3,ALGEBRA (2016),1,Todos los temas van relacionados
1147,48,1,3,ALGEBRA (2016),2,Faltar�a revisar bien el primer tema ya que no corresponde a la asignatura
1148,48,1,3,ALGEBRA (2016),2,Tiene elementos necesarios para abordar con �xito asignaturas de otros semestres que requieren de los contenidos.
1149,48,1,3,ALGEBRA (2016),2,Algunos subtemas requieren de modificaciones para cubrir los aspectos fundamentales.
1150,48,1,3,ALGEBRA (2016),2,"""Exisen algunos subtemas que faltan y otro que sobran, aunque s� que ya se trabaja al respecto."""
1151,48,1,3,ALGEBRA (2016),1,"""El contenido es adecuado, aunque pueden implementarse algunos cambios en cuanto al orden."""
1152,48,1,3,ALGEBRA (2016),1,"""El contenido es adecuado, aunque pueden implementarse algunos cambios en cuanto al orden de los temas."""
1153,48,1,3,ALGEBRA (2016),1,"""El contenido es adecuado, aunque pueden implementarse algunos cambios en cuanto al orden de los temas."""
1154,48,1,3,ALGEBRA (2016),1,Porque todos los conceptos que se tienen en el programa se requieren y se aplicaran en otras asignaturas.
1155,48,1,3,ALGEBRA (2016),2,Hay temas que podr�an ser antes que otros para adecuar el conocimiento a las otras materias y se podr�a recortar algunos temas un poco m�s.
1156,48,1,3,ALGEBRA (2016),2,Hay temas que podr�an ser antes que otros para adecuar el conocimiento a las otras materias y se podr�a recortar algunos temas un poco m�s.
1157,48,1,3,ALGEBRA (2016),1,Continene los elementos necesarios para las asignaturas consecuentes
1158,48,1,3,ALGEBRA (2016),1,EL PLAN DE TRABAJO PARA LA MATERIA ES ADECUANDO EN CUANTO TIEMPOS Y SE PUEDEN VER UNA GRAN VARIEDAD DE EJERCICIOS PARA CADA UNO DE LOS TEMAS.
1159,48,1,3,ALGEBRA (2016),1,Los temas son relevantes y �tiles para otras asignaturas 
1160,48,1,3,ALGEBRA (2016),1,Los temas son relevantes y �tiles para otras asignaturas 
1161,48,1,3,ALGEBRA (2016),1,Sin Comentarios
1162,48,1,3,ALGEBRA (2016),2,Hay temas que deber�an redirigirse o cambiarse
1163,48,1,3,ALGEBRA (2016),4,El tema 1 no es parte del objetivo de la asignatura y deber�an de eliminar.
1164,48,1,3,ALGEBRA (2016),1,"""Cubre en un alto porcentaje los temas que deben conocer los alumnos, con dichos conocimientos adquiridos podr�an desarrollar ciertas habilidades para la soluci�n de problemas relacionados con otras asignaturas impartidas en las diferentes carreras de ingenier�a y en el ejercicio de su profesi�n."""
1165,48,1,3,ALGEBRA (2016),2,El tema de trigonometr�a deber�a ser parte de un curso as�ncrono.
1166,48,1,3,ALGEBRA (2016),1,Suficiente y adecuado al tiempo
1167,48,1,3,ALGEBRA (2016),3,algunos temas no deber�an de estar (trigonometr�a) y algunos temas podrian cambiar su orden para mayor agilidad de aprendizaje
1168,48,1,3,ALGEBRA (2016),2,Falta tiempo debieran ser 4.5 horas semanales como antes
1169,48,1,3,ALGEBRA (2016),2,Falta tiempo debieran ser 4.5 horas semanales como antes
1170,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,Nos encontramos concluyendo el tema de Matrices y Determinantes
1171,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,"""Si, acompa�a a los alumnos en la introducci�n del aprendizaje matem�tico."""
1172,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),2,EL TEMA TRIGONOMETR�A DEBE ELIMINARSE
1173,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),2,EL TEMA TRIGONOMETR�A DEBE ELIMINARSE
1174,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),2,Es importante considerar los temas de Curvas Polares y Superficies al ser antecedentes de materias posteriores
1175,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),2,Falta tiempo para ver a detalle algunos temas
1176,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),2,Falta tiempo para ver a detalle algunos temas
1177,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,Los temas tratados son fundamentales para una carrera de ingenier�a
1178,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,Me parece congruente con los objetivos
1179,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),2,Es necesario mas apoyo sobre los antecedentes si bien a veces se ve en clase otras es necesario motivarlos a investigar
1180,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,Contempla los temas necesarios que cubren las bases de asignaturas siguientes en cada carrera.
1181,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,Se dan los conocimientos necesarios para las siguientes asignaturas.
1182,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),2,LOS TIEMPOS ASIGNADOS A LOS TEMAS SON INSUFICIENTE
1183,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),2,LOS TIEMPOS ASIGNADOS A LOS TEMAS ES INSUFICIENTE
1184,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),2,"""Siempre es posible mejorar y considero, como siempre lo he manifestado, que C�lculo Diferencial y Geometr�a Anal�tica deben estar separadas en dos asignaturas."""
1185,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),3,"""Es extenso en un 15 o 20 % con respecto a las 96 hrs (semestre regular), faltan algunas horas m�s."""
1186,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,ES LO QUE SE REQUIERE
1187,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,"""Me gusta mucho el programa por que inicia en C�nicas, sumamente �til para el curso. Despu�s viene C�lculo y se cierra con Geometr�a Anal�tica, conocimientos necesarios para 2o y 3er semestres"""
1188,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),3,Seria mejor si la asignatura de c�lculo y geometr�a anal�tica estuviesen separadas. 
1189,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,Tiene una relaci�n adecuada con el asignaturas posteriores 
1190,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),2,Me parece que la carga acad�mica de C�lculo y Geometr�a es pesada comparada con el tiempo que se tiene para revisar todos los temas
1191,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,La totalidad de temas es pertinente.
1192,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,Debido a la pertinencia de todos los temas.
1193,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),2,"""Algunos subtemas se han suprimido, a pesar de que son necesarios"""
1194,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,La combinaci�n de la Asignatura ha podido aperturar la extensi�n de conocimiento de la materia
1195,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,Cubren los objetivos
1196,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,Es correcto.
1197,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,el programa cubre los conceptos necesarios para las pr�ximas materias
1198,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),2,"""Faltar�a revisar los tiempo de cada tema, ya que a veces no da tiempo de desarrollar m�s los temas"""
1199,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),2,"""El temario es muy extenso, no se aborda con la profundidad adecuada para que el alumno pueda digerir los conceptos eficientemente."""
1200,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),2,"""El temario es extenso, se requiere ajustar tiempos."""
1201,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),2,"""El contenido es adecuado, aunque por su extensi�n es complicado ver los temas con el detalle necesario para asegurar que los alumnos tienen bases s�lidas para las asignaturas subsecuentes."""
1202,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),2,"""Aunque siempre se termina a tiempo con el plan de estudios, hay algunos temas que por su duraci�n se ven muy r�pido."""
1203,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,SE TIENE LAS  HERRAMIENTAS PARA EL SIGUIENTE SEMESTRE
1204,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,SE TIENE LAS  HERRAMIENTAS PARA EL SIGUIENTE SEMESTRE
1205,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,SE TIENE LAS  HERRAMIENTAS PARA EL SIGUIENTE SEMESTRE
1206,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),2,El orden en algunos temas podr�a modificarse para un mejor entendimiento 
1207,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),4,Se deben mantener separadas las asignaturas de C�lculo Diferencial y Geometr�a Anal�tica
1208,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),2,Considero que hay temas que pueden omitirse del temario y tratarse en otro curso u otra modalidad
1209,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),3,El tema 1 no es parte del objetivo de la asignatura y deber�an de eliminar; as� tambi�n regresar a dos asignaturas (c�lculo diferencial y Geometr�a Anal�tica) y no una.
1210,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),2,Yo hago algunos cambios en el orden de los temas
1211,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),3,falta tiempo para cubrir todo el temario
1212,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),3,falta tiempo ppara cubrir el temario
1213,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),3,falta tiempo para cubrir todo el temario
1214,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,Es muy importante como antecedente para asignaturas como C�lculo Integral y Vectorial.
1215,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,Los temas y subtemas son complementarios en su totalidad
1216,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,Porque est� bien dise�ado.
1217,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,Porque est� bien dise�ado.
1218,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,Porque est� bien dise�ado.
1219,55,1,3,CALCULO Y GEOMETRIA ANALITICA (2016),1,"""Es adecuado el pan de estudios, aunque prefiero por separado las materias"""
1220,51,1,3,CALCULO INTEGRAL,3,Creo que no fue buena idea unir la materia de c�lculo con la de geometr�a anal�tica
1221,50,1,3,ALGEBRA LINEAL (2016),1,Permite a los estudiantes iniciar con un pensamiento anal�tico en el espacio.
1222,50,1,3,ALGEBRA LINEAL (2016),2,   
1223,50,1,3,ALGEBRA LINEAL (2016),1,"""La he impartido tres veces por lo que creo que ya la conozco bastante bien, me parece que s� pone las bases de lo que se necesita m�s adelante."""
1224,50,1,3,ALGEBRA LINEAL (2016),1,ES LO QUE SE REQUIERE
1225,50,1,3,ALGEBRA LINEAL (2016),1,"""El programa es muy completo, con un nivel adecuado y acumula conocimientos necesarios que requieren materias posteriores"""
1226,50,1,3,ALGEBRA LINEAL (2016),1,Me parece congruente con los objetivos
1227,50,1,3,ALGEBRA LINEAL (2016),2,El contenido tem�tico es muy largo en comparaci�n con el tiempo disponible
1228,50,1,3,ALGEBRA LINEAL (2016),2,"""Se deber�a considerar por lo menos media hora m�s de clases a la semana, ya que el temario es muy extenso y las horas de clase establecidas actualmente no son suficientes para cubir de forma adecuada todos y cada uno de los temas."""
1229,50,1,3,ALGEBRA LINEAL (2016),1,Los temas son los correctos
1230,50,1,3,ALGEBRA LINEAL (2016),1,Se dan los conocimientos necesarios para las siguientes asignaturas.
1231,50,1,3,ALGEBRA LINEAL (2016),1,De acuerdo
1232,50,1,3,ALGEBRA LINEAL (2016),1,El tiempo es adecuado y proporciona los elementos necesarios para cursos posteriores
1233,50,1,3,ALGEBRA LINEAL (2016),1,Considero que los cambios al programa han sido buenos para introducir al alumno al tema de operadores lineales
1234,50,1,3,ALGEBRA LINEAL (2016),1,Cubren los objetivos de la asignatura
1235,50,1,3,ALGEBRA LINEAL (2016),1,Es correcto.
1236,50,1,3,ALGEBRA LINEAL (2016),2,Los temarios siempre son extensos para el tiempo que se tiene. 
1237,50,1,3,ALGEBRA LINEAL (2016),1,Tiene elementos necesarios para abordar con �xito asignaturas de otros semestres que requieren de los contenidos.
1238,50,1,3,ALGEBRA LINEAL (2016),1,Los temas son relevantes y �tiles para otras asignaturas 
1239,50,1,3,ALGEBRA LINEAL (2016),2,Yo hago algunos cambios en el orden de los temas
1240,50,1,3,ALGEBRA LINEAL (2016),2,Yo hago algunos cambios en el orden de los temas
1241,50,1,3,ALGEBRA LINEAL (2016),2,el programa es adecuado pero el tiempo justo y considerando ex�menes y d�as de asueto resulta insuficiente
1242,52,1,3,CALCULO INTEGRAL (2016),1,Ninguna
1243,52,1,3,CALCULO INTEGRAL (2016),1,Suficiente y adecuado al tiempo
1244,52,1,3,CALCULO INTEGRAL (2016),2,El tiempo asignado para cubrir a profundidad todos los temas es limitado
1245,52,1,3,CALCULO INTEGRAL (2016),2,MAYOR TIEMPO AL TEMA GRUPOS Y CAMPOS
1246,52,1,3,CALCULO INTEGRAL (2016),1,Es congruente con los objetivos
1247,52,1,3,CALCULO INTEGRAL (2016),2,Por los tienpos asignados 
1248,52,1,3,CALCULO INTEGRAL (2016),1,abarca los temas necesarios para estudiar las siguientes materias
1249,52,1,3,CALCULO INTEGRAL (2016),1,ES LO QUE SE REQUIERE
1250,52,1,3,CALCULO INTEGRAL (2016),1,ES LO QUE SE REQUIERE
1251,52,1,3,CALCULO INTEGRAL (2016),1,Tiene buena relaci�n con otras asignaturas 
1252,52,1,3,CALCULO INTEGRAL (2016),2,"""Algunos subtemas se han suprimido, a pesar de que son necesarios"""
1253,52,1,3,CALCULO INTEGRAL (2016),3,Hay algunos subtemas que considero tienen m�s horas que no necesariamente est�n en concordancia con el objetivo del curso
1254,52,1,3,CALCULO INTEGRAL (2016),1,Considero que totalmente; pues cuando se implement� hubo un proceso de consulta para que se aceptara como actualmente est� estructurado.
1255,52,1,3,CALCULO INTEGRAL (2016),2,Hay algunos subtemas que no son congruentes con los antecedentes que deben tener los alumnos.
1256,52,1,3,CALCULO INTEGRAL (2016),1,Cubre lo esencial
1257,52,1,3,CALCULO INTEGRAL (2016),1,Cubre lo esencial
1258,52,1,3,CALCULO INTEGRAL (2016),2,"""Considero que el tema 3 M�todos de integraci�n resulta extenso para el n�mero de horas asignado. En este semestre en especial, me hace falta tiempo para su exposici�n."""
1259,52,1,3,CALCULO INTEGRAL (2016),1,Lo m�nimo necesario.
1260,52,1,3,CALCULO INTEGRAL (2016),1,Lo m�nimo necesario.
1261,52,1,3,CALCULO INTEGRAL (2016),1,"""Si, ya que cumple con los conceptos necesarios de la asignatura la cual es la antesala perfecta para c�lculo vectorial. """
1262,52,1,3,CALCULO INTEGRAL (2016),1,"""Si, ya que cumple con los conceptos necesarios de la asignatura la cual es la antesala perfecta para c�lculo vectorial. """
1263,54,1,3,CALCULO VECTORIAL (2016),2,"""Deben revisarse los contenidos del programa, pues considero que  los tiempos actuales llevan a replantear su pertinencia."""
1264,54,1,3,CALCULO VECTORIAL (2016),2,Durante los semestres regulares presenciales en las aulas de clase el programa de estudios es abundante en su temario y los problemas inherentes a la comunicaci�n en linea reducen mucho el tiempo de atenci�n para el tratamiento de los temas .
1265,54,1,3,CALCULO VECTORIAL (2016),2,"""El temario es muy ambicioso, para las horas de clase. """
1266,54,1,3,CALCULO VECTORIAL (2016),1,cumple con los temas necesarios de la materia
1267,54,1,3,CALCULO VECTORIAL (2016),2,Falta tiempo para ver a detalle algunos temas
1268,54,1,3,CALCULO VECTORIAL (2016),1,Los temas tratados son fundamentales para una carrera de ingenier�a
1269,54,1,3,CALCULO VECTORIAL (2016),2,El contenido tem�tico es demasiado extenso en comparaci�n con el tiempo que se tiene asignado por lo que los temas deben verse de manera superficial.
1270,54,1,3,CALCULO VECTORIAL (2016),2,"""Se incluyen aplicaciones que se ven con mayor detalle en otros cursos, por lo tanto es repetitivo ver esos temas en C�lculo Vectorial."""
1271,54,1,3,CALCULO VECTORIAL (2016),2,El subtema de superficies deber�a estar en el Tema 1.
1272,54,1,3,CALCULO VECTORIAL (2016),2,El subtema de superficies deber�a estar en el Tema 1.
1273,54,1,3,CALCULO VECTORIAL (2016),2,El subtema de superficies deber�a estar en el Tema 1.
1274,54,1,3,CALCULO VECTORIAL (2016),1,Abarca temas fundamentales para la ingenier�a aplicada. Todo ingeniero debe aprender esta asignatura 
1275,54,1,3,CALCULO VECTORIAL (2016),2,El programa es demasiado extenso para analizarse a profundidad.
1276,54,1,3,CALCULO VECTORIAL (2016),1,Me parece la diversidad y el balance de los temas es el correcto.
1277,54,1,3,CALCULO VECTORIAL (2016),1,"""Creo que el balance de los temas de esta materia, en una carrera de Ingenier�a, deber�a inclinarse hacia las transformadas de Fourier y menos en las integrales de variable compleja."""
1278,54,1,3,CALCULO VECTORIAL (2016),1,el tiempo es adecuado y proporciona los elementos necesarios para cursos posteriores.
1279,54,1,3,CALCULO VECTORIAL (2016),1,El tiempo es adecuado y proporciona los elementos necesarios para cursos posteriores
1280,54,1,3,CALCULO VECTORIAL (2016),2,Me parece que la carga acad�mica de C�lculo Vectorial es pesada comparada con el tiempo que se tiene para revisar todos los temas
1281,54,1,3,CALCULO VECTORIAL (2016),1,Considero oportuno completamente el programa.
1282,54,1,3,CALCULO VECTORIAL (2016),1,Todos los temas abordados ser�n utilizados en varias de las materias posteriores y espec�ficas de cada carrera.
1283,54,1,3,CALCULO VECTORIAL (2016),1,Es correcto.
1284,54,1,3,CALCULO VECTORIAL (2016),2,"""El temario es muy extenso, no se aborda con la profundidad adecuada para que el alumno pueda digerir los conceptos eficientemente."""
1285,54,1,3,CALCULO VECTORIAL (2016),2,"""El temario es muy extenso, no se aborda con la profundidad adecuada para que el alumno pueda digerir los conceptos eficientemente."""
1286,54,1,3,CALCULO VECTORIAL (2016),1,He participado en su adecuaci�n
1287,54,1,3,CALCULO VECTORIAL (2016),2,Falta tiempo para tantos temas 
1288,54,1,3,CALCULO VECTORIAL (2016),2,Falta tiempo para tantos temas
1289,54,1,3,CALCULO VECTORIAL (2016),1, 
1290,54,1,3,CALCULO VECTORIAL (2016),2,afecta mucho que en primer semestre no se lleve por separado calculo difernecial y geometr�a anal�tica
1291,54,1,3,CALCULO VECTORIAL (2016),1,"""Considero que el temario es adecuado, pero el tiempo para su exposici�n es corto, sin embargo creo que se puede desarrollar un m�todo de trabajo  que permita la cohesi�n del tiempo y contenido."""
1292,54,1,3,CALCULO VECTORIAL (2016),1,"""Considero que el temario es adecuado, pero el tiempo para su exposici�n es corto, sin embargo creo que se puede desarrollar un m�todo de trabajo que permita la cohesi�n del tiempo y contenido."""
1293,54,1,3,CALCULO VECTORIAL (2016),1,"""Considero que el temario es adecuado, pero el tiempo para su exposici�n es corto, sin embargo creo que se puede desarrollar un m�todo de trabajo que permita la cohesi�n del tiempo y contenido."""
1294,54,1,3,CALCULO VECTORIAL (2016),2,Sin Comentarios
1295,54,1,3,CALCULO VECTORIAL (2016),2,Debe haber una reestructuraci�n de los temas
1296,54,1,3,CALCULO VECTORIAL (2016),1,Es importante para asignaturas como Electromagnetismo y Mec�nica de Fluidos.
1297,54,1,3,CALCULO VECTORIAL (2016),1,Es importante para asignaturas como Electromagnetismo y Mec�nica de Fluidos.
1298,54,1,3,CALCULO VECTORIAL (2016),2,Durante los semestres regulares presenciales en las aulas de clase el programa de estudios es abundante en su temario y los problemas inherentes a la comunicaci�n en linea reducen mucho el tiempo de atenci�n para el tratamiento de los temas .
1299,54,1,3,CALCULO VECTORIAL (2016),2,Pasar el tema 1 a la asignatura de C�lculo integral para dedicar m�s tiempo a la resoluci�n de ejemplos de los temas 3 y 4 con sus respectivas aplicaciones a la ingenier�a.
1300,54,1,3,CALCULO VECTORIAL (2016),2,Muy extenso.
1301,43,1,2,TERMODINAMICA,2,Es muy extenso.
1302,20,1,2,ACUSTICA Y OPTICA,2,Es muy extenso.
1303,39,1,2,QUIMICA (2016),2,Es muy extenso.
1304,39,1,2,QUIMICA (2016),2,"""Hay m�s contenido en menos horas que antes, nos obligan a ir demasiado r�pido. La asignatura deber�a tener m�s horas a la semana, es decir, otorgar m�s cr�ditos al cursarla."""
1305,39,1,2,QUIMICA (2016),1,Es un programa adecuado en fechas y conocimientos
1306,39,1,2,QUIMICA (2016),1,Considero que se cubren los 
1307,39,1,2,QUIMICA (2016),1,Todos los temas y subtemas son importantes para su formaci�n b�sica.
1308,39,1,2,QUIMICA (2016),1,Todos los temas y subtemas son importantes para su formaci�n b�sica.
1309,39,1,2,QUIMICA (2016),1,Todos los temas y subtemas son importantes para su formaci�n b�sica.
1310,39,1,2,QUIMICA (2016),2,Hay muchos temas y el tiempo para impartirlos no es suficiente. 
1311,39,1,2,QUIMICA (2016),3,"""Es muy extenso y complejo para el nivel de los estudiantes de primer ingreso, sobre todo los primeros temas."""
1312,39,1,2,QUIMICA (2016),1,Se cubren los aspectos relevantes de la asignatura
1313,39,1,2,QUIMICA (2016),1,se cubrir�n la mayor parte de los temas al terminar
1314,39,1,2,QUIMICA (2016),2,se cubrir�n la mayor parte de los temas al terminar
1315,39,1,2,QUIMICA (2016),1,Favorece a la resoluci�n de problemas y modelos matem�ticos.
1316,39,1,2,QUIMICA (2016),1,Favorece el desarrollo de resoluci�n de problemas
1317,39,1,2,QUIMICA (2016),2,Muy ambicioso en sus contenidos
1318,39,1,2,QUIMICA (2016),2,Muy ambicioso en sus contenidos
1319,39,1,2,QUIMICA (2016),1,"""La herramientas y habilidades impartidas al alumnado, a trav�s de problem�ticas propias de la asignatura, les permite utilizar dichas herramientas en otras �reas de conocimiento, permitiendo al alumnado entender conceptos de manera interdisciplinaria"""
1320,39,1,2,QUIMICA (2016),1,"""La herramientas y habilidades impartidas al alumnado, a trav�s de problem�ticas propias de la asignatura, les permite utilizar dichas herramientas en otras �reas de conocimiento, permitiendo al alumnado entender conceptos de manera interdisciplinaria"""
1321,39,1,2,QUIMICA (2016),1,Programa de estudios adecuado a la carrera de ingenier�a.
1322,39,1,2,QUIMICA (2016),2,"""Temas como estructura y geometr�a molecular  requieren de conocimientos previos que no se ven en el bachillerato y que los tiempos para su exposici�n son cortos, por otra parte, al estudiante se le dificulta el pensamiento abstracto de dicho tema, adem�s, con base en las carreras que se atiende, se le puede dar m�s tiempo al tema de teor�a  de bandas, conductores y semiconductores"""
1323,39,1,2,QUIMICA (2016),1,son conocimientos suficientes para carreras cuyo eje central no es necesariamente la qu�mica.
1324,39,1,2,QUIMICA (2016),1,son conocimientos suficientes para carreras cuyo eje central no es necesariamente la qu�mica.
1325,39,1,2,QUIMICA (2016),2,Incluir�a el tema de qu�mica org�nica
1326,40,1,2,QUIMICA DE CIENCIAS DE LA TIERRA (2016),2,Incluir�a el tema de Qu�mica Org�nica
1327,40,1,2,QUIMICA DE CIENCIAS DE LA TIERRA (2016),1,  
1328,40,1,2,QUIMICA DE CIENCIAS DE LA TIERRA (2016),1,son los contenidos b�sicos de un curso de qu�mica
1329,40,1,2,QUIMICA DE CIENCIAS DE LA TIERRA (2016),1,son los contenidos b�sicos de un curso de qu�mica
1330,40,1,2,QUIMICA DE CIENCIAS DE LA TIERRA (2016),3,"""Es muy extenso y complejo para el nivel de los estudiantes de primer ingreso, sobre todo los primeros temas."""
1331,40,1,2,QUIMICA DE CIENCIAS DE LA TIERRA (2016),1,"""S�, los temas de qu�micas del programa de estudio es adecuado y completo para las carreras de ingenier�a relacionadas con Ciencias de la Tierra."""
1332,40,1,2,QUIMICA DE CIENCIAS DE LA TIERRA (2016),4,No tiene una secuencia l�gica
1333,40,1,2,QUIMICA DE CIENCIAS DE LA TIERRA (2016),2,Muy ambicioso en sus contenidos
1334,26,1,2,FUNDAMENTOS DE FISICA,1,Programa de estudios adecuado a la carrera de ingenier�a.
1335,26,1,2,FUNDAMENTOS DE FISICA,2,el tema 9 puede resultar un poco ambiguo para poder impartirlo.
1336,26,1,2,FUNDAMENTOS DE FISICA,1,Me parece adecuado
1337,26,1,2,FUNDAMENTOS DE FISICA,1,Me parece adecuado
